1年	0.7972972981696667
2年	1.0048647407660565
3年	1.098041592934356
4年	1.2390997272220956
5年	1.34721305631503
10年	1.8429483478266369
15年	2.410582793157135
20年	2.785768594782411
25年	3.1087248047517786
30年	3.2119925118984334
